"","SITEVISITID","METHOD","OBS_YEAR","REGION","ANALYSIS_SCHEME","SEC_NAME","ISLAND","SITE","DATE_","REEF_ZONE","DEPTH_BIN","LATITUDE","LONGITUDE","DEPTH","HARD_CORAL","CCA","MA","SAND","OTHER_BENTHIC","nCounts","nReps","H","R","E","PISCIVORE","PLANKTIVORE","PRIMARY","SECONDARY","UNKNOWN","TotFish","Acanthuridae","Scaridae","Serranidae","Mullidae","Holocentridae","Carangidae","Lutjanidae","Lethrinidae","Carcharhinidae","Sphyraenidae","Sphyrnidae","Caesionidae","Chanidae","Anthiadinae","Scombridae","Myliobatidae","SPECIESRICHNESS","GEOREGION"
"11",1034,"BLT",2007,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00005",2007-05-03,"Forereef","Mid",19.30284,166.59486,13,NA,NA,NA,NA,0,6,3,2.09570902111507,25.1666666666667,0.664756233540088,33.6398063068247,1.96451375,87.4005762849824,83.2834698903682,0,206.288366232175,10.3790414755168,47.870368203465,2.64125118418959,0.104122650472854,1.14451279177891,3.94629238010516,0.1993359375,0.328452192197042,0,0,0,0,0,1.429509375,0,67.0402109194433,38,"WEST"
"12",1035,"BLT",2007,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00007",2007-05-03,"Forereef","Mid",19.32046,166.60214,14,NA,NA,NA,NA,0,6,3,2.08410815411517,27,0.635865257647447,12.4966341353758,12.6259187291667,51.1631887565473,19.3389790621953,0,95.624720683285,18.4830005762181,13.4037705769754,6.68042416606534,1.73354048151359,1.698328125,0,0.5515234375,0.328452192197042,0,0,0,0,0,0.1753171875,0,0,39,"NORTHWEST"
"13",10397,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-00986",2017-04-02,"Forereef","Mid",-0.371312,-160.010626,11.1,1,40,15,0,44,2,1,1.46981993105041,38,0.403826760155084,34.9008429969194,41.5035039900752,40.761629986075,14.9371602266391,0,132.103137199709,25.1396211421347,14.0004321000595,21.034788027282,3.71104215851643,28.2786255468364,3.03679647357957,2.60368998634709,0,0,0,0,0,0,11.6998877639283,0,0,54,"WEST"
"14",10398,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01017",2017-04-02,"Forereef","Mid",-0.370127,-160.008941,9.65,1.5,21.5,24.5,0,52.5,2,1,1.37205543959856,44,0.363309493670911,107.56627136194,21.6019980826031,36.6026479700293,13.8392358305897,0,179.610153245162,23.628592107504,12.5230258513612,16.6146124120602,1.11761120640532,2.19818695848711,12.5989033353272,0,0,75.4866607271955,0,0,0,0,9.40026479803964,0,0,57,"WEST"
"15",10404,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-00979",2017-04-02,"Forereef","Mid",-0.371407,-160.010989,14.3,6,25,11.5,1.5,56,2,1,1.02141385194055,36.5,0.285026093016279,194.615979906463,34.8023872029335,34.7435111756047,4.81583064875935,0,268.97770893376,32.4301617269734,17.6948113100695,5.80579820647053,1.79618406633285,0.271189837112232,2.44909582333951,1.55826270508776,0,183.841751573986,0,0,0,0,13.4260368589801,0,0,51,"WEST"
"16",10405,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01052",2017-04-02,"Forereef","Mid",-0.372027,-160.011727,14,2,30,9.5,0.5,58,2,1,0.967780923110438,42.5,0.258034219730426,232.465675150048,47.4622560150606,19.6363093025083,6.03219035089956,0,305.596430818517,33.5124092853843,2.51376226365106,8.60693151271819,0.584836545367673,0.884346351149434,155.88958938824,0.802140913183153,0,65.1996615992954,0,0,0,0,18.7093216272374,4.05816912305565,0,63,"WEST"
"17",10406,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01047",2017-04-02,"Forereef","Mid",-0.363192,-160.004818,11.35,3,25.5,16,2,53.5,2,1,1.06967656357441,42,0.287024840539589,160.850886667043,35.9566399736216,30.6122503121019,21.8658351988836,0,249.28561215165,16.0588942730455,14.1226329386661,5.19296089507019,1.14714103353275,10.9928815350212,16.5261936490933,41.962189866798,6.22863044996901,96.4372993829003,0,0,0,0,21.5805910555605,0,0,56,"WEST"
"18",10407,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01055",2017-04-02,"Forereef","Mid",-0.365279,-160.006139,13.5,1.5,22.5,13.5,1.5,61,2,1,0.97920100285928,40.5,0.264658458699477,91.0195766990672,23.8755311602092,27.8592237113596,6.23549580093507,0,148.989827371571,9.55960100120279,13.8106504642663,3.76470564000429,0.379226486441007,0.779405947872361,0,25.3365389504816,0,57.6728320880245,0,0,0,0,22.60659979511,0,0,59,"WEST"
"19",10408,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01054",2017-04-02,"Forereef","Mid",-0.378737,-160.015472,12.35,2,8.5,19,2.5,68,2,1,1.57685717353238,40,0.427564555104481,242.818573369395,7.66645843184332,35.7816300030197,20.5515613841947,0,306.818223188453,11.3269016830646,23.6411790481363,7.78922152641221,19.1129456045179,0,5.35780603417501,11.5215985379554,0,96.4372993829003,62.9614443432001,0,0,0,3.14756133143374,55.5643789010639,0,52,"SOUTHWEST"
"20",10409,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-00967",2017-04-03,"Forereef","Deep",-0.376731,-160.014481,22.15,0.5,16,2,0,81.5,2,1,0.969961180538391,39,0.26461198322861,181.121607923519,75.4654937932428,22.7272475814437,15.5752624404259,0,294.889611738631,48.2184628223935,11.5891822891572,20.2948300062646,0.689540844992924,25.4558466628743,31.3147855042845,11.2187352120334,0,115.978925922938,0,0,0,0,20.8254596713396,0,0,56,"SOUTHWEST"
"21",10410,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01064",2017-04-03,"Forereef","Deep",-0.379937,-160.015654,20,1,26,11,29.5,32.5,2,1,0.985110811192783,36.5,0.273682337353267,89.4306463533302,84.0402378224291,14.4350695718471,9.89418848657292,0,197.800142234179,54.178374712488,4.30043797245337,6.24354124050252,1.94926412691749,16.5768431278781,25.5765762622463,11.1124503074409,0,44.4869827178145,0,0,0,0,24.3144790137695,0,0,52,"SOUTHWEST"
"22",10411,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01051",2017-04-03,"Forereef","Shallow",-0.381254,-160.010531,5.1,1,17,15,1.5,65.5,2,1,2.42501759413066,36,0.674012510615845,52.2654711124963,3.62777495533998,56.8936046461283,12.861103468048,0,125.647954182013,19.1334729714556,31.3035374525278,3.59540215040238,2.20735462525496,0,37.1857798440308,10.7194576247723,0,0,0,0,0,0,1.53669506575451,0,0,52,"SOUTH"
"23",10412,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-00984",2017-04-03,"Forereef","Mid",-0.382208,-160.002526,12.05,0,21,1,0,78,2,1,1.40126900260156,42.5,0.371887582815933,99.1174148622973,43.2116558879145,32.0640735117205,14.1759988354872,0,188.569143097419,33.1292816290893,16.3980210353257,9.10506667553983,2.65597618976293,13.3510957748481,23.4599907178078,5.52388427101451,0,50.7792643236425,0,0,0,0,12.5610589154524,0,0,64,"SOUTH"
"24",10413,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01018",2017-04-03,"Forereef","Shallow",-0.381411,-159.99854,4.55,0.5,5,23.5,0.5,70.5,2,1,2.55907873808604,30.5,0.749519548656879,35.0960384426402,1.12433942854874,44.4780256563223,6.14917462597634,0,86.8475781534876,18.1970724848793,21.5251888373069,2.52280370233097,0.270444201148021,0,26.8677823535475,5.41700205713677,0,0,0,0,0,0,0,0,0,40,"SOUTH"
"25",10414,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01053",2017-04-03,"Forereef","Shallow",-0.381588,-159.984821,5.45,0,21,26,6,47,2,1,2.37055341631141,34.5,0.664376388038622,134.043679321868,4.47897183064727,39.5435797620696,7.97899548114843,0,186.045226395733,22.0773121850313,14.503740334164,2.14564787184437,0.404668417951636,0,0,36.5608957033942,0,94.1046636384414,0,0,0,0,0,0,0,49,"EAST"
"26",10415,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01031",2017-04-03,"Forereef","Shallow",-0.379199,-159.982076,6,2,34,3.5,2,58.5,2,1,1.73536343166373,26,0.533657917796363,14.6991876535333,5.83324014876095,25.7741415013358,9.21250643206217,0,55.5190757356922,19.920424482985,6.11428341588401,4.82354247749441,0.83701050792573,1.14082920062809,0,10.1037700156182,1.61667926169571,0,0,0,0,0,0.439105056052668,0,0,39,"EAST TERRACE"
"27",10425,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01010",2017-04-03,"Forereef","Mid",-0.370222,-159.976498,11.9,0.5,25,15,0,59.5,2,1,0.984535845571589,45,0.258920092812627,240.962393666946,34.1618245474109,39.4308820325511,19.7733236314314,0,334.32842387834,20.5019963242214,16.4502832754665,9.28163022285857,7.84005509310866,0.529667650609828,9.87501734327711,40.4627260735459,0,173.333894803752,0,0,0,0,19.0997277689329,0,0,58,"EAST"
"28",10426,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01035",2017-04-03,"Forereef","Shallow",-0.368868,-159.981791,5.35,0,57.5,17.5,0,25,2,1,1.61030487037186,24.5,0.503570402200476,33.2773813467308,7.41772073114232,21.1707355098578,8.11462440376909,0,69.9804619915,8.37147639279273,11.8543902224142,7.6964529197148,0,2.93500814421641,0,24.4124361833885,0,0,0,0,0,0,0,0,0,35,"EAST TERRACE"
"29",10436,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-00996",2017-04-04,"Forereef","Deep",-0.382229,-159.991677,23.55,0.5,27.5,13.5,2.5,56,2,1,1.06697791586341,42,0.285280873636551,316.946864273335,54.0317616476785,23.3528802625632,7.69657866311241,0,402.028084846689,31.9316416395853,13.1213288337707,22.0819352830145,0.02557683597464,0.915265700253782,21.4170756493894,30.5498455752252,0,202.93536600315,0,0,0,0,16.3870607112053,32.5621052661629,0,58,"SOUTH"
"30",10437,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-00994",2017-04-04,"Forereef","Mid",-0.380581,-159.979716,8.2,1,45,12.5,0,41.5,2,1,1.5440227514542,25.5,0.477130861475354,57.4048112221737,10.6072647170171,23.8839842828832,10.3946593010926,0,102.290719523167,12.1995547068161,11.0053647345372,10.4431071106049,2.23393518078308,0.492860277831265,0,0,0,44.4869827178145,0,0,0,0,1.40127789738789,0,0,32,"EAST TERRACE"
"31",10438,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01063",2017-04-04,"Forereef","Mid",-0.382476,-159.973532,19.3,4,20,45,0,31,2,1,0.972870212728301,46,0.254292415094044,434.882848329272,147.216048300395,20.6710057164801,9.62046421897554,0,612.390366565123,106.194199958441,11.1140255502539,23.1401340594911,1.366166458442,14.2523709912939,178.614888004,0,0,220.1449494214,0,0,0,0,36.7576891367515,0,0,62,"EAST"
"32",10439,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01050",2017-04-04,"Forereef","Shallow",-0.377444,-159.97828,6.35,0.5,45,9,0,45.5,2,1,1.64303189145096,26,0.506007346493405,3.39479399900766,5.68734981118345,36.0063358416185,12.6523442371795,0,57.7408238889891,18.9789994948949,16.3226822020649,2.72708421934302,0.843135779101723,2.58239463054822,0,0,0,0,0,0,0,0,0.736108542790026,0,0,38,"EAST TERRACE"
"33",10440,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01015",2017-04-04,"Forereef","Shallow",-0.375851,-159.980505,6.9,0.5,60,25,0,14.5,2,1,1.60710513663867,25,0.498872078491529,17.514633859226,18.0464388264564,6.25873423581818,5.75647689390856,0,47.5762838154091,2.36951111116477,3.3483189330369,2.86740040757547,0,0,0,14.3201161138943,0,0,0,0,9.9847331921283,0,3.51772000009255,0,0,36,"EAST TERRACE"
"34",10441,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01036",2017-04-04,"Forereef","Shallow",-0.373711,-159.982782,5.75,5,30,17.5,5,42.5,2,1,1.63919665453192,29.5,0.479060308266295,1.07386743358253,4.28045231366917,7.69533781265709,11.9764434234663,0,25.0261009833751,3.4242014016029,1.97093486002351,1.01320577459741,0.0980759876184136,0.749930960044188,0,0.895901000231377,0,0,0,0,0,0,0,0,0,40,"EAST TERRACE"
"35",10451,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01059",2017-04-05,"Forereef","Mid",-0.380156,-159.972721,9.65,1.5,32.5,16.5,0,49.5,2,1,1.13452711718155,35.5,0.317996911772874,130.518585806806,24.8996828785434,32.4437076992819,14.5624143958623,0,202.424390780493,21.0521802592219,10.9329833784098,2.64642441903959,0.802526609965267,2.24069882518373,8.63733546823084,43.1153815397949,0,73.2589617229503,0,0,0,0,17.3816713562755,0,0,50,"EAST TERRACE"
"36",10452,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01005",2017-04-05,"Forereef","Mid",-0.377912,-159.972767,8.2,0.5,9,32.5,0,58,2,1,1.02544312776169,31.5,0.2931087393946,12.2166304980453,18.1081791914941,41.9196233880446,12.964216790952,0,85.208649868536,22.6000366906514,17.6291245680556,4.27197586246245,1.889428135952,0,0,7.7663447181202,0,0,0,0,0,0,12.3605257057183,0,0,42,"EAST TERRACE"
"37",10453,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01067",2017-04-05,"Forereef","Deep",-0.374029,-159.972762,21.8,2,32.5,16.5,0.5,48.5,2,1,0.974159275933784,36.5,0.271196723270648,19.8663962608821,37.9557972202725,10.3438376964789,23.5042855239908,0,91.6703167016243,5.63694779037072,3.4087570509983,11.8551706240615,0.387790918428379,14.9886348806647,0,1.45431118452377,0,0,0,0,0,0,33.3341254981258,0,0,52,"EAST"
"38",10454,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01058",2017-04-05,"Forereef","Shallow",-0.364657,-159.984343,12.85,0,17.5,62.5,0,20,2,1,1.07536611802525,34.5,0.302253569087749,116.590517933045,21.9924024817913,25.3368206033953,7.62157348722039,0,171.541314505452,11.7521020160115,12.3635650721289,8.27333957529522,1.07326247747268,1.61111657624244,0,11.2753385221071,0,96.4372993829003,0,0,0,0,13.2919482343817,0,0,47,"EAST"
"39",10455,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01025",2017-04-05,"Forereef","Shallow",-0.364108,-159.987808,5.6,0.5,7.5,15,0,77,2,1,2.06185849248697,33,0.589686178596253,11.8777289975764,3.80150025446059,14.0014931254676,8.27439484569439,0,37.955117223199,6.86696605421195,5.62860763472196,1.57271114513507,1.52214595610043,0,0,9.66361284311112,0,0,0,0,0,0,0,0,0,46,"NORTH"
"40",10456,"nSPC",2017,"PRIAs","RAMP_BASIC","Jarvis","Jarvis","JAR-01016",2017-04-05,"Forereef","Shallow",-0.362637,-159.999864,5.8,0,12.5,45,17.5,25,2,1,2.50036378922592,28.5,0.74682129869747,62.4674159351004,3.5002247686732,15.2762098868842,6.44453863117047,0,87.6883892218283,12.1844770431097,0.30752379936092,0.164507521585897,1.40156915975594,0.32528214593076,4.42677991230391,57.1112970079198,0,0,0,0,0,0,0,0,0,42,"NORTH"
"41",10502,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00501",2017-04-19,"Forereef","Deep",19.29064,166.608003,26,32.5,5,33,19.5,10,2,1,2.09138109413855,32.5,0.600349759389793,68.3473059123142,14.7449007939914,11.1508222422766,9.28240648881422,0,103.525435437396,14.429082279816,5.81344164033826,6.52401119831786,0.693528768651254,0.387206223741444,61.0085211433538,0,0,0,0,0,0,0,0.912792786115786,0,0,44,"SOUTH"
"42",10503,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00480",2017-04-19,"Forereef","Mid",19.29401,166.604523,12.85,24.5,5,8.5,40,22,2,1,2.19105376822472,34.5,0.618901529783254,5.17656688680048,0.95159507507671,24.7400642033554,8.23163110537858,0,39.0998572706111,6.49003129829345,13.5797500847815,4.78312429060758,0.445868520753697,0,0,0.95449345095684,1.77424190684808,0,0,0,0,0,0,0,0,50,"SOUTH"
"43",10504,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00492",2017-04-19,"Forereef","Shallow",19.298006,166.598261,5.75,41.5,7,9,3,39.5,2,1,1.87924440952216,31.5,0.544197194907709,12.8925135644496,5.1355311615969,42.2865345073305,5.56285485523631,0,65.8774340886133,12.0754516244662,22.8999656480306,12.4310027099648,0,0,0,0,0,0,0,0,0,0,0,0,0,42,"SOUTH"
"44",10505,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00471",2017-04-19,"Forereef","Mid",19.303605,166.59475,12.75,33,7,5.5,4,50.5,2,1,2.46921340081005,43.5,0.654325316574655,9.55367715038157,2.24347846375805,27.5108167054557,19.9853619307493,0,59.2933342503446,6.72117032667371,7.09852598699868,5.77077841927471,0.864924892940283,0.201182852467556,2.08938527404924,0,1.85117707067746,0,0,0,0,0,0.928666263519999,0,0,54,"WEST"
"45",10506,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00522",2017-04-19,"Forereef","Deep",19.295035,166.601023,23.9,19,2,6.5,25,47.5,2,1,2.36909810980012,33,0.677544545510492,16.6312343627828,1.19414185814388,29.1202357961055,9.74848728557357,0,56.6940993026057,3.0577104033357,24.4854066256832,2.40206822537644,0.607841906043971,0,13.9186660216013,0.28577184477621,0,0,0,0,0,0,0.746813194181473,0,0,47,"SOUTH"
"46",10507,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00461",2017-04-19,"Forereef","Mid",19.294482,166.603077,16.8,14,2,6,26.5,51.5,2,1,2.51941643343182,32.5,0.720291962381023,15.5326117299561,7.56488814499226,25.6129503883334,11.8730904551593,0,60.5835407184411,5.22637607331186,17.7962020694228,14.4200942398696,0,7.76647846445745,0.643040394076479,0.452002964502437,0,0,0,0,0,0,0,0,0,43,"SOUTH"
"47",10508,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00495",2017-04-19,"Forereef","Mid",19.301949,166.595465,13.25,24.5,5,10,1,59.5,2,1,2.15001790764536,36,0.60217847820642,5.98982295253377,2.23037318894347,41.6412968562032,15.0613032405609,0,64.9227962382413,5.45959892384661,32.9490115461767,3.48413349896109,1.18020456249837,0,1.7667582246815,0,0,0,0,0,0,0,1.59521664374991,0,0,46,"WEST"
"48",10509,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00473",2017-04-19,"Forereef","Mid",19.306304,166.59407,11.35,35,2,9,0,54,2,1,2.40814662547424,36,0.670547772368461,8.98934284360189,0.821465860051022,36.7326430305871,689.095251389116,0,735.638703123356,7.44963651375084,686.09391515271,1.97940465684833,2.66982431360784,0,1.03594215348681,0,0,0,0,0,0,0,0.314756133143374,0,0,47,"WEST"
"49",10510,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00456",2017-04-19,"Forereef","Shallow",19.310274,166.593727,4.45,11,9.5,1,0,78.5,2,1,2.6143107018331,28.5,0.782628506877498,15.4367826379078,2.30414915444209,37.0574786429827,1.88999638669331,0,56.6884068220258,5.29657259716314,15.5973064886369,1.31235695922621,0,0,13.0925857656177,0,0,0,0,0,0,7.89224033429146,0,0,0,41,"WEST"
"50",10511,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00467",2017-04-19,"Forereef","Mid",19.313186,166.594737,9,27,8,4,0,61,2,1,2.69193153411918,38,0.744334502744668,16.14113199307,1.23029397501497,59.0566497375294,6.54375877114201,0,82.9718344767564,7.39774789680481,2.19906556533487,4.28846644516403,2.15357238743805,1.61974458877302,0,0.522164025559522,0,0,0,0,0,0,0.70874398256077,0,0,54,"NORTHWEST"
"51",10512,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00443",2017-04-19,"Forereef","Shallow",19.318095,166.600413,3.3,10,12.5,0.5,0,77,2,1,2.37861373467934,20,0.794333436951746,8.05236681579382,1.15439321676638,42.8039276025585,2.88949640109838,0,54.900184036217,1.31506633570607,0.501930908636207,0,0,0,7.17134664743976,0,0,0,0,0,0,0,0,0,0,26,"NORTHWEST"
"52",10513,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00498",2017-04-20,"Forereef","Deep",19.315347,166.631536,21.5,24,3.5,4.5,2,66,2,1,2.6618895255875,28.5,0.794635279139898,20.2390562141844,1.55068806156507,41.4202498501973,7.74360854636323,0,70.95360267231,2.69074452401965,3.86472519182445,18.5702279202666,0.835403189273505,0.454123801941601,0.310198791029405,0.475342763367794,0,0,0,0,0,0,0.489500055336765,0,0,39,"NORTH"
"53",10514,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00442",2017-04-20,"Forereef","Shallow",19.31934,166.622933,6,30,10,3.5,0,56.5,2,1,2.53922850643192,24,0.798882469462423,3.54984123363981,5.29825120650129,31.9783694576708,2.03767759319631,0,42.8641394910083,5.11446876534749,0,2.74664262574106,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"NORTH"
"54",10515,"nSPC",2017,"PRIAs","RAMP_BASIC","Wake","Wake","WAK-00440",2017-04-20,"Forereef","Mid",19.32215,166.621068,10.8,35,6,5,0.5,53.5,2,1,2.53058722641749,31.5,0.73534476810289,6.84826663627604,8.22948818462837,118.777840161159,6.07050887006463,0,139.926103852128,12.7520535640292,8.03129971872094,4.25453009730821,0,7.2871341999855,1.76574895000967,0,0,0,0,0,0,0,0,0,0,42,"NORTH"
